,text,target,label
873,i remember the first time i met all the candidates and thinking what a future we have but then i met bernie and realized my calling . we are fighting for something greater than all of us . not me us medicare for all green new deal power for puertorico these and more .,bernie sanders,1
874,obama sent everyone to sleep once he got into office while he succumbed to special interest . bernie has an army of volunteers who will fight along him and other progressives in power . bernie has a movement no other candidate can even dream of . not me us is more than a slogan,bernie sanders,1
875,"bernie sanders has never waivered from standing for all of us . bernie sanders can t be bought or swayed , he is a serious candidate for serious issues in our lives . we can trust in a bernie sanders administration . register to vote bernie 2020 !",bernie sanders,0
876,"you do realize that purity tests in this case is synonymous with / values . we all know that your opinion is based solely on your tax bracket but yeah . to your point , we reply unifying with / bernie sanders who gives us hope and actually has integrity and a moral compass oh my !",bernie sanders,1
877,"he understands their response will leave us wanting again not mention every time pelosi opens her mouth unfortunately she alienates voters . it appears she cannot help herself . they reply the narcissist , bernie is busy attempting to save the country and planet .",bernie sanders,1
878,"if every person attending bernie in la or any bernie rally would tweet the hashtag just once , we could trend every time . please consider tweeting while you wait ! bernie inca bernie in los angeles feel the bern 2020",bernie sanders,0
879,"bernie sanders and his army of berners are the best ! when we say not me us , we mean it ! but bernie , think about having nina turner run an independent campaign for president , you as vp . we can t trust the dnc . and without you , there is no us .",bernie sanders,1
880,"i looked at his record closely , i checked his lifelong position on the issues closely and i vetted his donors closely . you are gaslighting . i like bernie it rust bernie bernie sanders",bernie sanders,1
881,"denial of normal t get so excited , bernie suspended his run for potus , he is still on the ballot vote bernie bernie sanders",bernie sanders,1
882,"that is 100 fact , bernie . thank you ! black lives matter bernie is been fighting his whole life against injustice . he is a truth teller and the establishment hates him for it . well . . he is not stopping . he is not slowing down . and he welcomes their hatred . and so do we",bernie sanders,1
883,please consider rallying behind bernie sanders his voting record is consistent with his values and his policies are popular . we absolutely must get medicare for all soon . poor people cannot afford their healthcare / medications . progressive wave 2020,bernie sanders,1
884,"americans should make decisions based on the tweets of accounts that tweet 20 , 000 or more tweets per year . i trust the resist accounts that are bernie and still with her and call people and accuse of using russian bots . bernie sanders",bernie sanders,0
885,democracy died years ago . the electoral process in america is a joke . corporate america will not take this lying down . that is who we reply fighting along with their programmed minions . i talk about medicare for all in every line i wait in and how bernie is fighting for all !,bernie sanders,1
886,"we are in this together not just words . the truth is , when you hurt , when your children hurt , i hurt . bernie sanders",bernie sanders,0
887,"this is it . right here . not me us either bernie is the only one who gets it , or he is the only one with a movement standing beside him so we can work together and get shit done . either way i am still sanders",bernie sanders,1
888,"its florida primary election day today , look at that lone sign this morning next tweet ! bernie from 7 am 7 pm !",bernie sanders,1
889,"also , bernie brought his delegates to the convention to change the party and the platform to make things as progressive as possible . dnc 2016 issues",bernie sanders,1
890,we don believe in strong men that will save us thats why we don simp for gangsters with shiny badges not me us ps . it would be grandpa bernie i am not old enough that he d be an uncle maybe to you though . just cant decide if legitimate boomer or a bot thus is the duality of man .,bernie sanders,0
891,remember that this is about a movement . remember what we stand for . remember where you where when you realized we all deserve better . this is from 16 but is still my favorite not me us bernie sanders lennons imagine / bernie,bernie sanders,1
892,"well travelled and open minded citizens of this country understand what is at stake and have a different world view away from the establishment echo chamber . well done all . love you , jane ! democrats abroad bernie",bernie sanders,1
893,just walked into the blind donkey bar in pasadena with my berniecrat friends . bartenders love bernie . we told them about the pasadena rally & they want to see more bernie ! we sold two bernie shirts for the convention ! let us know if you want one ! bernie crawl,bernie sanders,0
894,"our focus is exclusively on local elections . build coalitions with greens , and even co endorse them . focus on unseating democrats . national progressive party is the most successful 3 rd party in the country . not bernie us not me us big us join our discord !",bernie sanders,1
895,"sen sanders & amp o casio 2018 , thanks for resisting the corporate healthcare agenda & amp fighting for all of us us not me still sanders still withering",bernie sanders,0
896,"so , you reply complaining that sanders supporters aren t rightfully pointing out that the lead is actually wider ? it is a known fact that cnn uses faulty methodology to affect their desired outcome . i am happy bernie is polling strong despite corporate rigging & downplaying .",bernie sanders,1
897,bernie sanders responding to a little girl who has brain cancer . he was stunned to his core and his response could not have been more beautiful .,bernie sanders,1
898,"bloomberg supporters , a billionaire who brought about stop and frisk legislation is not someone you should count on to address race inequality . the candidate who has the policies to really address racial injustice is bernie sanders .",bernie sanders,1
899,"the surge of pete supporters flocking to bernie sanders gives me an overwhelming feeling of happiness . and , it makes me realize that many people do their own research versus allowing establishment candidates to make that decision for them . i thank you all ! ! welcome to",bernie sanders,1
900,bernie sanders is using his campaign funding structure to elicit donations for charities working hard to support working people during the coronavirus . i love this movement .,bernie sanders,1
901,bernie and all his supporters stand with you . we always have your back ! union strong,bernie sanders,1
902,"ct for bernie endorsement ! middletown boe member lisa loomis has officially endorsed bernie sanders ! not me us join lisa , mayor ben florsheim , and the other endorsers at the iowa caucus results watch party in middletown at la boca on monday , february 3 rd at 6 30 pm !",bernie sanders,1
903,"the bernie brother narrative , just like the obama boys narrative , was dispelled numerous times but the so called centrists cling to it like rw clings to the obama is a socialist trope . we live in a fact free era and opinions only matter .",bernie sanders,1
904,"e warren easily became a pawn in the establishment of both media , money and power . when you threaten all 3 , it is no holds barred ! ! ! even poor peasants have tried many times without success . question is . . . . what for ? bernie sanders bernie",bernie sanders,0
905,dear p ge maybe instead of paying your ceo many millions of dollars perhaps put it to work rebuilding some of the infrastructure not me us bernie sanders,bernie sanders,1
906,no lines and they have purell . go vote ! last weekend for early voting . glad to say the other voter we did see was a bernie supporter ! medicare for all feel the bern not me us vote for bernie in florida,bernie sanders,1
907,"oh boy , this won t go over well with my fellow bernie supporters . no middle ground",bernie sanders,1
908,"thank you , bernie ! most don realize how many people right in front of them may be homeless or in a severe crisis ! thank you for noticing these issues ! we fight for you , too ! thankful for bernie sanders",bernie sanders,1
909,"sen sanders nina turner freedom is not worrying about health care , not worrying about paying bills , not worrying about mass shootings , not worrying about racial discrimination , not worrying about education , not worrying about the future of our children . that is why i am",bernie sanders,1
910,"dear bernie not me us american history has shown us that real change and real progress only come from the bottom up whether were talking about women rights , civil rights , lgbt rights , economic rights or workers rights . only one candidate believes in movement politics .",bernie sanders,1
911,this movement is amazing . keep speaking and pushing our truth and struggle ! bernie sanders,bernie sanders,1
912,great visual representation of the kind of quality you will get from each candidate . bernie sanders pete for america bernie,bernie sanders,1
913,"this is both anti semetic and a blatant lie . our slogan is not me us . when you come after bernie , you come after us all . ps don be a bigot . thanks .",bernie sanders,1
914,unfortunately this bernie supporter is tapioca this month . i will be more than grateful to anyone that chip is in for my family today . i am kind of embarrassed but what is family for ? vote bernie bernie money bomb,bernie sanders,1
915,i hope every berner has read this . . . it is so inspiring ! monday motivation not me us bernie sanders and the song of america via common dreams,bernie sanders,1
916,"because of severe bipolar , i had been a shut in and lost all my friends between 2009 2018 . i started recovering last year , and i am in iowa now from el paso . i just did my first ever canvass shift ! proud of you and very happy ! people for bernie bernie",bernie sanders,1
917,"the 3 most likely big tuesday scenarios , depending on the sc score . let is fight ! donate make calls send texts volunteer bernie b ruh bernie sanders",bernie sanders,1
918,"if you support bernie 2020 , take the next step and organize ! download the bern and share your my bernie story . people talking to people is how we win .",bernie sanders,1
919,"Instant Message attending bernie sanders for california event , organize your friends with a bernie victory captain in aliso viejo , ca sign up now to join me ! election 2020 bernie",bernie sanders,1
920,tom ste yer should endorse bernie sanders if he truly cares about fighting climate change . my kids would like to have a planet . bernie sanders,bernie sanders,1
921,"rock out khanna has a bold , progressive vision . contribute to rock out khanna today and help make it a reality . rok hanna i split my recurring donation between rock out and bernie . we are in this together ! no middle ground",bernie sanders,1
922,i love those all of those truth tellers you mentioned and the entire bernie team ! Instant Message voting bernie because i want my children to be able to live on a habitable planet and a country based on justice big us 5 million for bernie,bernie sanders,1
923,"dave is so funny ! ! i mean think about it , $ 12 , 000 ! ! ! how long will that last you ? with $ 12 , 000 in your pocket , you are just one hospital visit away from being broke ! again ! see his humor there ? m for a not ub i president sanders bernie",bernie sanders,1
924,and she was inspired by bernie sanders and his redefining of what the democratic party can be and should be . this is what we mean by building a movement . . .,bernie sanders,1
925,i really wish bernie supporters and warren supporters can bury the hatchet . so much ugliness has transpired and all of it only helps the corporate scum known as centrists . we need a real progressive in office . this is the time for progressive unity .,bernie sanders,1
926,no door knocking due to c ovid 19 but why no more phone calls ? theres a lot of work to do we need to share information expand our database stay connected fight for mail in ballots & amp down ticket progressives . bernie sanders m for a g nd social justice economic justice,bernie sanders,0
927,but half of all of our people have less than $ 400 available for an emergency pretty sure this virus qualifies . bernie m for a fight for someone you dont know bernie,bernie sanders,1
928,what is wrong with bernie sanders ? nothing ! he is as valuable as rbg and a lot younger ! our world needs bernie for 2020 ! our revolution future to believe in,bernie sanders,0
929,bernies movement is capable of moving markets . it shows just how powerful not me us has become . lets stay in the fight over the heart and soul of the democrat party . progressives unite !,bernie sanders,1
930,a good friend of mine just met bernie sanders in new hampshire and said to him thank you for fighting for us . bernie replied we are fighting together . that s my president,bernie sanders,1
931,"denial of normal t count on berniers . if you haven t noticed by now , bernie is just fine with dnc conducting a dirty business as long as the result favors him . he has a big platform , money and is sitting in the big table so fighting for fairness is not to their advantage . the real",bernie sanders,0
932,"seeing the entire democratic establishment ganging up on bernie is sensational . theyre scared , and you see it .",bernie sanders,1
933,"wow ! bernie inca winning ! our president potus bernie sanders for us , for the people , for the seniors , for the students , youth and young generations , etc . for all . not me us winning together have better future lives in our country , the united states of america ! we , thank you !",bernie sanders,1
934,". sen sanders anyone else wonder if the reason people think we reply mean is just because there are so many of us ? we reply pretty nice in general , but honest and blunt . but after 20 , 000 tweets saying the same thing , maybe that just seems mean to them . bernie sanders",bernie sanders,1
935,"as a millennial and a scientist , to be political is not a choice its a matter of survival . incrementalism is not an option . are you willing to fight for a better world ? are you willing to fight for someone you don know ? science is political scientists for bernie bernie",bernie sanders,1
936,"corporate greed has been destroying this country for decades . with bernie 2020 , we finally have a presidential candidate who is willing to take on the corporate establishment . it is no surprise that the corporations try to undermine him every chance they get .",bernie sanders,1
937,"its even better than i was picturing . love that bernie doesnt have time for that nonsense , just like when that same garbage reporter tried to attack i lhan mn they both shut him down .",bernie sanders,1
938,"more policy with a climate action plan on the way on thursday ! read bernie is plans . listen to full interviews . i am telling yeah , unlike susan who gets it , most financially comfy americans are not comfy with / his policies & amp distract to save themselves",bernie sanders,1
939,"and ? disingenuous argument if you can call it one . who here gives a damn what bernie is networth is ? is it more important than his actions , vision , and message ?",bernie sanders,1
940,in case you haven t been paying attention . . . it is not bernie who will do it . . . it is us . we will put pressure on every senator until it passes . . . and it will pass .,bernie sanders,1
941,just donated $ 27 in the name of all the doorknob trolls in the replies to bernie is tweet . let is help our boy pay the first unionized presidential campaign & fight back against the media attacks against the people is platform .,bernie sanders,1
942,"we must suspend rent and mortgage payments , evictions , and foreclosures across the country . we cannot abandon our people and allow families to be thrown out of their homes during a pandemic . bernie sanders cancel rent usa",bernie sanders,1
943,"dear bernie back during the bush ii administration , i remember muttering to myself , i wish we could have a president like bernie sanders , never thinking such a wonderful thing would become a very real possibility . please continue to fight . we reply not giving up .",bernie sanders,1
944,pre debate show fom bernie starts at 8 20 pm . please donate what you can . dem debate bernie sanders,bernie sanders,1
945,the art and music that is coming out of this movement is . every little bit counts getting our man bernie in the white house .,bernie sanders,1
946,". chuck todd if you only got to address one issue , what would it be ? bernie sanders political revolution . dem debate",bernie sanders,1
947,"imagine that , kids that eat can learn what an amazing concept . when enough is enough of children being expected to learn on rumbling tummies vote bernie not me us will ensure no child goes hungry in our country .",bernie sanders,1
948,"obviously the worst part is the antiseptic cartoon but also like . . . the slogan isn t bernie , it is",bernie sanders,1
949,"it is virtually impossible , for as long as bernie sanders has been in public life , too find a policy where he has contradicted himself . his principles have been his foundation for years & amp they have always focused on the betterment of the people . bernie",bernie sanders,0
950,register to vote check your voter registration medicare for all not me us ca feb 15 deadline to register democrat to vote for bernie voter registration link,bernie sanders,1
951,which popular youtube creator would you like to see publicly endorse bernie sanders 2020 ? feel the bern not me us if you have any others in mind let me know !,bernie sanders,1
952,so not me us is about him alone ? who believes bernie alone can fix it ?,bernie sanders,0
953,"bernie sanders why are you the only one allowed to speak your mind and the real movement the us in not me us are being silenced ? honestly , your words haven held much power lately , don suppress our voices !",bernie sanders,1
954,"no matter how many delegates bernie falls behind by , i hope he doesnt stop fighting like he has until someone reaches a majority . he is the only human still in the race , the rest are just bots made to look bad by the rich",bernie sanders,0
955,bernie sanders is serious about being pro labor . it isnt a campaign season platitude . he walks picket lines with workers when noone is watching .,bernie sanders,1
956,"there is a lot of misinformation regarding doctor is letters in lieu of the ones bernie sanders released , in no small part because the modern journalist has no idea how to report on science / medicine , so i thought i d take it upon myself as a physician to break it down not me us 1 / ?",bernie sanders,0
957,"i feel this way too . after last super tuesday i was feeling defeated a bit . however watching nina turner speak , my emotions leveled out and i became energized with even more passion for this not me us campaign ! hello somebody bernie sanders",bernie sanders,1
958,"we can make this a reality , only if we never give up ! its going to be hard , but if we do it together , and refuse defeat on behalf of a better future for all of us , we will make it happen . we are the revolution bernie on the ballot bernie sanders",bernie sanders,1
959,"also wanted to let everyone know Instant Message still on a follow limit , probably wont be able to follow bernie sanders supporters until i get more follows but as soon as i do i plan on returning the favor to all my berners out there ! not me us we will get him elected together !",bernie sanders,1
960,marcus h johnson the truth is that bernie sanders talked about how wallace identified real concerns and the exploited them shamefully to fan the angry comments of racism . bernie has fought for civil rights for all people his whole damn life .,bernie sanders,1
961,give this man a follow ! he is a bernie supporter challenging cory booker so he can support president sanders agenda once elected .,bernie sanders,1
962,"hold the course . this is going to change so much of the world that we know . . . a bernie is what the world needs . don bother about the establishment , we the movement are in this long term . poor people are falling through the cracks as we speak . . . the mask is off .",bernie sanders,1
963,absolutely ! ! ! ! me too . i have 7 of them & Instant Message determined to leave them a better world bernie sanders,bernie sanders,1
964,bernie sanders fantasizes about women being raped loves reading about 12 year old getting gang raped kicked out of commune for being lazy never held a job outside politics thinks bread lines are good idolizes dictators bernie sanders,bernie sanders,0
965,"bernie does the right thing when no one is looking and while under attack , because leaders lead . i have cast some lonely votes , fought some lonely fights , mounted some lonely campaigns . but i do not feel lonely now . bernie sanders",bernie sanders,1
966,my white lady acupuncturists anguished screams of black twitter aint having no bernie ! are being drown out by throngs of morehouse college students .,bernie sanders,1
967,"david do el bernie sanders has something special . . he is got idealism . there is something about bernie sanders . . we can be together again . it is a song of solidarity . . terry moran , senior abc national news correspondent , twgs , abc , 1 / 26 / 20",bernie sanders,1
968,a jamaal bowman win is a win for bernie sanders over hillary clinton . may the not me us movement give generously .,bernie sanders,1
969,not me us bernie sanders fights for and walks with unions pete but tig i eg went for a photo operator and got a lesson in humility,bernie sanders,1
970,just bought a t shirt and officially donated to bernie . not me us feel the bern now i have a bernie t shirt and a tulsi t shirt . next up yang ?,bernie sanders,1
971,bern notice bernie was the original architect of the stimulus idea congress is now considering,bernie sanders,1
972,bernie sanders delivers a very powerful speech . great stuff not me us bernie sanders us jeremy corbyn uk change is coming,bernie sanders,1
973,great endorsement of bernie sanders i have donate to him twice today ! i have also taken your advice you are giving to potential voters and i am voting for someone else .,bernie sanders,1
974,chris mathews just said pete and klobuchar together trounced bernie sanders only problem is thats not how elections work . i think chris matthews feels that guillotine getting closer to his neck .,bernie sanders,1
975,"yes , but the erasure of the black part of not me us by the main stream media & amp the democrats & amp the way we are ride & amp die with each other , regardless of race , has really irked me . for me bl m & amp prison reform was an important part of bernie sanders i am only for virtue , not the signaling .",bernie sanders,1
976,exactly thats what i have been saying all along ! don use them socialism or dsa when talking to voters . it turns them off . this is about not me us and bernie .,bernie sanders,1
977,i love that bernie opened by talking about the arts & integrating art into the very fabric of our culture . that issue isnt given nearly enough attention,bernie sanders,1
978,"personally Instant Message unaffected . i supported not me us and there policies . the dnc decapitated bernie now , as Instant Message sure we all knew from the start its on us to do something .",bernie sanders,1
979,"are you willing to fight for someone you denial of normal t know ? together , we reply going to change this world for the better . iam willing bernie s back bernie sanders",bernie sanders,1
980,love it ! i will back that meme with another . does it look like we care whether he is a democrat or a republican or a democratic socialist ? does it look like he scares us ? bernie,bernie sanders,1
981,"do you have a free minute ? friendly reminder to check your voter registration status and ask your friends and family to do the same . your vote is your voice , denial of normal t let them steal it . monday motivation president sanders bernie",bernie sanders,1
982,still sanders and his long held progressive values and policies will crush the scrotus . sanders 2020 .,bernie sanders,1
983,"this is why the media is supporting these candidates anybody but bernie , please , anybody ! ! ! get money out corruption elite",bernie sanders,0
984,"the stupidest tweet of the year so far . implying that bernie and / or his supporters are so threatening that you are afraid to post a tweet , is laughable . bernie sanders",bernie sanders,1
985,"mehdi , you reply implicitly endorsing the notion that not me us is a bernie cult . a liberal talking point . an insult to a multiracial grassroots movement for socioeconomic justice . you reply not a liberal , mehdi , are you ?",bernie sanders,1
986,"ask biased leading questions and allow everyone to talk over each other . what the f**k , cbs news ? really ? really ? ! sassy sanders is the best sanders . many ridiculous rubber knives thrown . the booing rich tic holders was a bit much . hope the us see is it too .",bernie sanders,1
987,what a beautiful photo ! thank you jane o sanders ! can t wait for you to be our first lady !,bernie sanders,1
988,"a group of supporters in montana , living in a area with poor cellular reception are hosting postcard writing parties in lieu of phonebanks . creative organizing like this why the bernie sanders campaign is going to win . postcards for bernie",bernie sanders,1
989,how low can corporations go ? cheers an example of the lack of humanity and ethics we the people experience daily . bernie yells for us bernie,bernie sanders,1
990,"yes , elizabeth warren is work of fantasy fiction . no argument there . but we want someone real . bernie sanders",bernie sanders,1
991,"i fucking despise mayo pete , he is everything i abhor about politics all rolled into one empty suit . i have never seen someone so fake in my life . if the us elects him , the world is fucking doomed . bernie sanders must win to bring back this divided world together as one .",bernie sanders,1
992,today is a deadline for donations ! go to to donate whatever you can ! president sanders bernie,bernie sanders,1
993,"62 year old woman , not feeling the feels for those two , but definitely burning for bernie !",bernie sanders,1
994,keep fighting for us bernie ! i don want more of the same sytem that caused our problems !,bernie sanders,1
995,"killer mike , care to comment on iam card ib s remarks ? i know youve been supporting the original gangster sen sanders from day one !",bernie sanders,1
996,"it is never been about bernie . it is about creating a coalition of poor and working class citizens to fight for the change we all believe in . if we let the political revolution die with bernie is campaign , then it is not bernie who failed us , but us who failed bernie .",bernie sanders,1
997,this is the hatred directed at me & other supporters of bernie sanders even though we converse with others in the best possible manner . it makes it very painful for us supporters to be hated then smeared as haters by the media other candidates & amp supporters . love not hate,bernie sanders,1
998,there is only one we trust with our existential issues ! ! ! be afraid . cheat him again and establishment will have to face not me us with more than answer . bernie or yellow vest enough is enough no middle ground,bernie sanders,1
999,if the protests have shown us anything its that public pressure moves things far faster than electoral politics . the bernie movement is still here were just in the streets instead of knocking on doors . not me us is power .,bernie sanders,1
1000,"yeah , the whole resist thing is such a sham . what exactly did they accomplish ? while we , on the other hand , have been getting out there and building our movement with bernie sanders leading the way .",bernie sanders,1
1001,"from activist to mayor to you . is . to represent to you . is . senator to democratic policy trendsetter , bernie sanders has a long record of achievement . . . sunday thoughts 2020 election",bernie sanders,1
1002,its going to get ugly keep defending not me us and bernie sanders policy far more important then insult what is already ugly !,bernie sanders,1
1003,"thankfully , the largest bernie voting demographic is independent millennial & gen z who do not subscribe to party politics . and there is a massive uprising of the people ! our revolution",bernie sanders,1
1004,the few times bernie gets mainstream appeal is only when it has a negative spin bernie sanders,bernie sanders,1
1005,"lost my sen sanders fan girl account for the crime of saying i would miss any clinton if they werent on this planet , tomorrow in summary . fan girl account too rebuild .",bernie sanders,1
1006,"stop what you are doing , go & amp download the bern application , this is the easiest way to talk to your friends ! bern too . 0 tutorial via youtube bern app bernie bernie sanders",bernie sanders,1
1007,"i am almost 40 , and have been progressive longer than anybody running for president . except for bernie sanders who has been progressive longer than i have been alive . let that sink in .",bernie sanders,1
1008,"not surprised this is happening related to the my bernie story campaign which is having huge success today because it is about human stories not bernie sanders . it is another great example of what not me us is about . berners , keep your energy focused on spreading the mbs tweets !",bernie sanders,1
1009,"thank you for explaining , and noticing , and praising / thanking bernie sanders ! imagine the good things he will do , with all of our help , as the 46 th president of the united states ! our best days , are yet to come ! enough is enough no middle ground",bernie sanders,1
1010,"not me us = walmart workers , teachers , nurses lead the donor list for bernie sanders .",bernie sanders,1
1011,thank you for that great interview ! bernie definitely is a leader we look up to & are inspired by !,bernie sanders,1
1012,bernie sanders is the slave leader the romans are dragging into the coliseum to make mockery and example of so in the future no one else starts the not me us movement again . he has his band of coherts in chains next to him as well . they know who they are . knee benders,bernie sanders,0
1013,just saw bernie at a rally on sunday and i guarantee you hes the human embodiment of unity . no middle ground politics of compassion,bernie sanders,1
1014,no you don get it ! the campaign may be over but the primary is not ! bernies supporters are going to fight for each and every delegate .,bernie sanders,1
1015,"we cant even trust you disgusting corporate ghouls to give a shit about millions of innocent people lives over profit margins . its not like you garbage humans haven had a chance . every time we elect one of you , we watch you break every single promise . only bernie bernie",bernie sanders,1
1016,we have many type 1 diabetes working on this bernie sanders campaign and the stories you hear about our broken system are real and heartbreaking !,bernie sanders,1
1017,"i agree with you rep jaya pal ! warren & amp buttigieg with their public options won t do ! bernie 2020 , the only medicare for all candidate !",bernie sanders,1
1018,"laughing out loud thats fine , bernie people lay off warren for optics . . . leave ole lying liz green bombs prisoner of war wow chow i wasnt a them until the neo libs took over wonky warren to tulsi and the tulsicrats then",bernie sanders,1
1019,same old s**t the hill what is going on ? the college students are still in line in ca & amp thanks saw something similar at ucla . stay in line voters ! bernie sanders needs you ! not me us needs you ! my kids need you ! your kids need you !,bernie sanders,1
1020,we cant lose sight of the truth . we cant lose sight if our goal . we cant lose our greatest ally . we have leverage . that leverage is bernie . he is sacrificing himself right now to be our inside man . we must use that opportunity . control your anger not me us or it will control you,bernie sanders,1
1021,i just donated another $ 100 . friday i am going canvassing for bernie with my local group of activists . its shit talkers like these media muppets that fire up this baby boomer and gives me the energy of a millennial to fight for bernie sanders keep it up . well eat you alive .,bernie sanders,1
1022,"your mission as a bernie supporter within the next 6 months , get 100 people to commit to registering democrat and voting for bernie in the primary . rt & like to show your commitment .",bernie sanders,1
1023,". bernie sanders is a hero . nobody has fought harder to push for progressive policies that benefit marginalized communities , than him . let is stay in the fight & amp continue to fight for these policies by committing to vote by mail for bernie in the primary !",bernie sanders,1
1024,we are going to win . but it is going to take all of us . any little bit you can do to help is appreciated bernie,bernie sanders,1
1025,bitch . . . . we don want to support centrists . yeah will need to go somewhere the else . democrats are the left no matter how far right you want to take it . go retire and enjoy your grandchildren . we got this . our revolution speak it into existence bernie,bernie sanders,1
1026,"bernie sanders life work has been to stand up for us all . this dem primary is the culmination , the fruit , of all that work . when others would be retiring and living the life of luxury , bernie keeps fighting for us . let is him elected ! ! !",bernie sanders,1
1027,"not me us is bernie sanders campaign slogan , tells us at every rally he can t do it alone laughing out loud",bernie sanders,0
1028,just got off the ca bernie team call . it was bittersweet . but ultimately i am proud of all of our hard work . we are on the right side of history . you are powerful . keep fighting . we have a long road ahead . solidarity forever,bernie sanders,1
1029,"dear bernie sanders , nina turner and all the others whove been in this fight for economic justice , racial justice , healthcare reform and our planets integrity . the struggle will continue one way or another . we are making progress and the best is yet to come solidarity",bernie sanders,1
1030,this coalition of progressive groups assembling alongside bernie sanders remind me of the final battle scene in avengers end game . we are the people,bernie sanders,1
1031,"let me make it plain if bernie sanders platform and policies werent what they are , i would have quit my job to volunteer for his campaign and i would not have donated a single penny . Instant Message fighting for him because hes fought for not me us us for all these years . join us .",bernie sanders,1
1032,"bernie may not be able to cancel all student debt , but by proposing to cancel all of it , many will have to agree to cancel some of it . no middle ground students for bernie",bernie sanders,0
1033,". nashua telegraph shot this picture while marching with our next president , . bernie sanders . not me us mantra will bring people together for the change we have been yearning for generations . change is inevitable , but we must coalesce around him . . fsh a kir",bernie sanders,1
1034,cill izz a cnn dude bernie won the debate . your hit piece is bullshit . go f**k yourself . the corporate media has a bad name because of bullshit people like you . be honest .,bernie sanders,1
1035,"your donors are much wealthier than bernies . a dollar means a lot less to them . youre not bad , liz , but we need a real leader , not someone who thinks plans supersede political movements .",bernie sanders,1
1036,"back at it again . this time , we are going to win . not me us bernie sanders grand park",bernie sanders,1
1037,are evolution is an AOL instant messanger i am all too eager to join . capitalism on steroids is so overdue for major adjustments . who do we want to be as a nation ? bernie yells forme bernie,bernie sanders,1
1038,it takes integrity to make the change we need to happen . we will need that at all levels of government and bernie is one step of many . let is make this happen .,bernie sanders,1
1039,"i wrote a little something for bernie sanders , can we retweet until it reaches him ? ? thank you !",bernie sanders,1
1040,"e . focus downballot & organize to salvage not me us and make a third party viable . with bernie buying into essentially demanding fake unity , it really undermines that effort . its pathetic and so sad to watch",bernie sanders,0
1041,"yes ! i doubt it , since sanders has said since 1988 that a woman could be president . don take it from me though",bernie sanders,1
1042,"imagine a president doing this . . . if they joined a strike with the full force of the white house and a million person grassroots army , every elected official standing with their constituents . how could you tell them no ? they won t . bernie yells for us not me us marcus ant 18",bernie sanders,1
1043,"worth remembering that hillary clinton 2016 campaign ran no internal polls of the rustbelt states , instead relying entirely on free , publicly available news media polls . glad to read bernie sanders team is not making the same mistake .",bernie sanders,1
1044,"bernie sanders campaign is not about the presidency , it is about inspiring americans to get involved in their political system again .",bernie sanders,1
1045,a more apt headline would be when will we end the forever war ? bernie,bernie sanders,1
1046,stan greenberg see thread below . this is why those of us who support medicare for all view objections to it by so called moderates more as a reflection of indifference to dysfunction & amp injustice than about wanting a substantive policy debate . bernie sanders,bernie sanders,1
1047,"to all those calling for the primary to end , why do you feel you don need to hear from all those who have yet to cast their votes ? does their voice not matter ? what ever no idea how this will go , and if bernie can pull ahead , then we will coalesce around him",bernie sanders,1
1048,allow me to veer off the topic of cable news outlets momentarily to bring attention to the anti bernie 2020 bias of think progress give em hell bernie our revolution take back the party go left bern the establishment manufacturing consent,bernie sanders,0
1049,"it is virtually impossible , for as long as bernie sanders has been in public life , too find a policy where he has contradicted himself . his principles have been his foundation for years & amp they have always focused on the betterment of the people . bernie",bernie sanders,1
1050,"the most hilarious thing to me is that as of this past year i have become more political , more into film theory , an dove even deeper of my love of music and mj history . thanks bernie sanders , zack snyder , and michael jackson . release the snyder cut heal the world",bernie sanders,1
1051,not me us bernie won iowa bernie if we stay focused & amp channel our anger & amp disappointment into organizing & amp action . bernies team has been preparing for this type of s**t happens t . his lawyers are on it . we are on it . the truth about pete & amp shadow inch q is already coming out .,bernie sanders,1
1052,"berniecrats have swept three states today , right from the corporate parties feet ! that is what not me us looks like ! our students played big part in it , so huge thanks and congratulations to all of us ! ! !",bernie sanders,1
1053,"canvassed in some pretty impoverished areas of nice hand today . it was both difficult and humbling to see what some folks are going through , and really drove home the need for all of the changes bernie is pushing for to improve the lives of everyday people .",bernie sanders,1
1054,the fear that emtisch & other oligarchs have for the wealth tax pales in comparison of their utter terror of workplace democracy . the not me us movement stands to give governance of the workplace over to the workers . its what makes sanders socialist & amp a revolutionary .,bernie sanders,1
1055,not me us means that the movement started by the bernie sanders campaign is no longer about him it is now about lily eskelsen garca .,bernie sanders,1
1056,"please run in 2020 , we really need you sen sanders ! ! well fight hard for you !",bernie sanders,1
1057,this 41 year old is willing to do everything she can to make sure bernie wins in a landslide .,bernie sanders,1
1058,"bernie sanders not me us medicare for all time is now to decide what the future looks like for our children . do we embrace a return to fdr policies , or more pandering to the right . shareholders or workers . i think shareholders have had a good run , time to give back a touch .",bernie sanders,1
1059,"he might have been picked to come out early and strong for bernie , so he can try to keep us corralled for dem , after they screw not me us over again .",bernie sanders,1
1060,"thank you ! were here for not me us & amp well do whatever we can to get bernie sanders in office and / or his message out to the world . the fight is far from over . also , we could have brought all the without megan s lanka rd li arose music",bernie sanders,1
1061,"i am irish , in 2015 while in the us , i heard bernie speak truth to power . i returned home inspired , staying up until too am phonebanking across the atlantic to help him win . i have since ran a winning local election & fought for abortion rights in ireland . my bernie story",bernie sanders,1
